Samples,DEPTH,VP,VS,GR,NPHI,RHO,SW,SWX,VPVS,IP,IS,VSH,RHOm,RHOfluid,PHI,LFC
1279,2.27E+03,2.97E+03,1.40E+03,7.40E+01,3.18E-01,2.22E+00,1.00E+00,1.00E+00,2.11E+00,6.59E+03,3.12E+03,2.90E-01,2.70E+00,1.09E+00,2.96E-01,4.00E+00
1280,2.29E+03,3.10E+03,1.49E+03,7.03E+01,2.71E-01,2.27E+00,1.00E+00,1.00E+00,2.08E+00,7.03E+03,3.38E+03,2.49E-01,2.69E+00,1.09E+00,2.63E-01,4.00E+00
1281,2.19E+03,2.99E+03,1.37E+03,6.47E+01,2.96E-01,2.17E+00,9.99E-01,1.00E+00,2.18E+00,6.49E+03,2.98E+03,1.85E-01,2.68E+00,1.09E+00,3.18E-01,1.00E+00
1282,2.12E+03,2.42E+03,1.23E+03,8.70E+01,3.51E-01,2.27E+00,1.00E+00,9.54E-01,1.98E+00,5.50E+03,2.78E+03,4.39E-01,2.72E+00,1.09E+00,2.76E-01,4.00E+00
1283,2.21E+03,2.64E+03,1.11E+03,7.82E+01,3.47E-01,2.19E+00,9.72E-01,1.00E+00,2.38E+00,5.79E+03,2.43E+03,3.39E-01,2.70E+00,1.08E+00,3.16E-01,4.00E+00
1284,2.33E+03,3.17E+03,1.61E+03,9.27E+01,3.50E-01,2.33E+00,1.00E+00,1.00E+00,1.97E+00,7.40E+03,3.76E+03,5.03E-01,2.73E+00,1.09E+00,2.42E-01,4.00E+00
1285,2.25E+03,2.78E+03,1.36E+03,8.18E+01,3.69E-01,2.23E+00,9.66E-01,1.00E+00,2.05E+00,6.21E+03,3.03E+03,3.79E-01,2.71E+00,1.08E+00,2.95E-01,4.00E+00
1286,2.13E+03,2.29E+03,8.38E+02,9.15E+01,4.23E-01,2.25E+00,1.00E+00,1.00E+00,2.73E+00,5.16E+03,1.89E+03,4.89E-01,2.73E+00,1.09E+00,2.90E-01,4.00E+00
1287,2.35E+03,3.09E+03,1.46E+03,6.34E+01,2.72E-01,2.20E+00,1.00E+00,1.00E+00,2.12E+00,6.80E+03,3.22E+03,1.70E-01,2.68E+00,1.09E+00,2.98E-01,1.00E+00
1288,2.23E+03,2.31E+03,8.65E+02,7.98E+01,3.94E-01,2.15E+00,9.55E-01,1.00E+00,2.67E+00,4.96E+03,1.86E+03,3.56E-01,2.71E+00,1.08E+00,3.44E-01,4.00E+00
1289,2.14E+03,2.33E+03,9.61E+02,8.17E+01,4.13E-01,2.26E+00,1.00E+00,1.00E+00,2.42E+00,5.27E+03,2.17E+03,3.78E-01,2.71E+00,1.09E+00,2.76E-01,4.00E+00
1290,2.14E+03,2.46E+03,1.10E+03,9.11E+01,4.23E-01,2.26E+00,1.00E+00,1.00E+00,2.24E+00,5.55E+03,2.48E+03,4.84E-01,2.73E+00,1.09E+00,2.85E-01,4.00E+00
1291,2.37E+03,3.16E+03,1.43E+03,7.14E+01,2.87E-01,2.24E+00,1.00E+00,1.00E+00,2.20E+00,7.07E+03,3.21E+03,2.62E-01,2.69E+00,1.09E+00,2.81E-01,4.00E+00
1292,2.16E+03,2.53E+03,1.18E+03,5.68E+01,3.21E-01,2.14E+00,3.15E-01,8.30E-01,2.15E+00,5.42E+03,2.52E+03,9.59E-02,2.67E+00,8.78E-01,2.95E-01,2.00E+00
1293,2.12E+03,2.47E+03,1.07E+03,1.08E+02,3.90E-01,2.30E+00,1.00E+00,1.00E+00,2.31E+00,5.67E+03,2.45E+03,6.82E-01,2.76E+00,1.09E+00,2.77E-01,4.00E+00
1294,2.28E+03,3.31E+03,1.66E+03,7.44E+01,2.59E-01,2.28E+00,1.00E+00,1.00E+00,1.99E+00,7.52E+03,3.77E+03,2.96E-01,2.70E+00,1.09E+00,2.63E-01,4.00E+00
1295,2.13E+03,2.33E+03,8.71E+02,9.14E+01,4.92E-01,2.25E+00,1.00E+00,1.00E+00,2.68E+00,5.25E+03,1.96E+03,4.88E-01,2.73E+00,1.09E+00,2.91E-01,4.00E+00
1296,2.32E+03,3.21E+03,1.60E+03,6.57E+01,3.02E-01,2.19E+00,1.00E+00,1.00E+00,2.01E+00,7.03E+03,3.50E+03,1.97E-01,2.68E+00,1.09E+00,3.08E-01,1.00E+00
1297,2.23E+03,3.23E+03,1.57E+03,6.55E+01,3.08E-01,2.17E+00,9.81E-01,1.00E+00,2.06E+00,7.02E+03,3.41E+03,1.95E-01,2.68E+00,1.08E+00,3.17E-01,1.00E+00
1298,2.14E+03,2.44E+03,9.38E+02,8.31E+01,4.11E-01,2.28E+00,1.00E+00,1.00E+00,2.61E+00,5.57E+03,2.14E+03,3.94E-01,2.71E+00,1.09E+00,2.66E-01,4.00E+00
1299,2.32E+03,3.30E+03,1.71E+03,6.13E+01,2.75E-01,2.20E+00,1.00E+00,1.00E+00,1.93E+00,7.25E+03,3.76E+03,1.46E-01,2.67E+00,1.09E+00,3.02E-01,1.00E+00
1300,2.39E+03,3.04E+03,1.40E+03,6.24E+01,2.87E-01,2.17E+00,1.00E+00,1.00E+00,2.17E+00,6.58E+03,3.03E+03,1.59E-01,2.68E+00,1.09E+00,3.19E-01,1.00E+00
1301,2.38E+03,3.10E+03,1.45E+03,6.25E+01,2.97E-01,2.18E+00,1.00E+00,1.00E+00,2.15E+00,6.77E+03,3.16E+03,1.61E-01,2.68E+00,1.09E+00,3.11E-01,1.00E+00
1302,2.28E+03,3.20E+03,1.52E+03,6.12E+01,2.87E-01,2.16E+00,1.00E+00,1.00E+00,2.10E+00,6.91E+03,3.29E+03,1.45E-01,2.67E+00,1.09E+00,3.23E-01,1.00E+00
1303,2.35E+03,3.06E+03,1.43E+03,5.90E+01,2.94E-01,2.18E+00,1.00E+00,1.00E+00,2.13E+00,6.68E+03,3.13E+03,1.21E-01,2.67E+00,1.09E+00,3.07E-01,1.00E+00
1304,2.32E+03,3.31E+03,1.67E+03,6.15E+01,2.79E-01,2.19E+00,1.00E+00,1.00E+00,1.98E+00,7.24E+03,3.66E+03,1.49E-01,2.67E+00,1.09E+00,3.06E-01,1.00E+00
1305,2.16E+03,2.32E+03,9.28E+02,5.70E+01,3.53E-01,2.10E+00,5.99E-01,9.93E-01,2.50E+00,4.88E+03,1.95E+03,9.78E-02,2.67E+00,9.66E-01,3.32E-01,2.00E+00
1306,2.36E+03,3.44E+03,1.44E+03,6.93E+01,3.05E-01,2.20E+00,9.14E-01,1.00E+00,2.39E+00,7.54E+03,3.16E+03,2.38E-01,2.69E+00,1.06E+00,3.03E-01,4.00E+00
1307,2.23E+03,2.81E+03,1.17E+03,7.00E+01,3.16E-01,2.15E+00,1.00E+00,1.00E+00,2.40E+00,6.03E+03,2.52E+03,2.45E-01,2.69E+00,1.09E+00,3.40E-01,4.00E+00
1308,2.34E+03,3.04E+03,1.45E+03,9.59E+01,3.41E-01,2.35E+00,1.00E+00,1.00E+00,2.10E+00,7.14E+03,3.41E+03,5.40E-01,2.74E+00,1.09E+00,2.34E-01,4.00E+00
1309,2.13E+03,2.27E+03,8.54E+02,9.01E+01,4.22E-01,2.24E+00,1.00E+00,1.00E+00,2.65E+00,5.08E+03,1.92E+03,4.73E-01,2.73E+00,1.09E+00,2.95E-01,4.00E+00
1310,2.20E+03,2.65E+03,1.12E+03,8.24E+01,3.41E-01,2.16E+00,9.73E-01,1.00E+00,2.37E+00,5.70E+03,2.40E+03,3.86E-01,2.71E+00,1.08E+00,3.41E-01,4.00E+00
1311,2.10E+03,2.39E+03,9.43E+02,9.44E+01,4.24E-01,2.26E+00,1.00E+00,8.87E-01,2.53E+00,5.39E+03,2.13E+03,5.22E-01,2.73E+00,1.09E+00,2.88E-01,4.00E+00
1312,2.12E+03,2.45E+03,1.03E+03,9.64E+01,3.84E-01,2.33E+00,1.00E+00,1.00E+00,2.37E+00,5.70E+03,2.40E+03,5.45E-01,2.74E+00,1.09E+00,2.48E-01,4.00E+00
1313,2.21E+03,2.70E+03,1.15E+03,9.01E+01,4.12E-01,2.20E+00,8.52E-01,1.00E+00,2.34E+00,5.95E+03,2.54E+03,4.73E-01,2.73E+00,1.04E+00,3.12E-01,4.00E+00
1314,2.39E+03,3.16E+03,1.41E+03,6.16E+01,2.98E-01,2.18E+00,1.00E+00,1.00E+00,2.24E+00,6.91E+03,3.08E+03,1.50E-01,2.67E+00,1.09E+00,3.10E-01,1.00E+00
1315,2.25E+03,2.63E+03,1.15E+03,6.50E+01,3.08E-01,2.12E+00,1.00E+00,1.00E+00,2.28E+00,5.58E+03,2.44E+03,1.89E-01,2.68E+00,1.09E+00,3.54E-01,1.00E+00
1316,2.35E+03,2.97E+03,1.35E+03,8.17E+01,3.47E-01,2.26E+00,1.00E+00,1.00E+00,2.20E+00,6.70E+03,3.05E+03,3.78E-01,2.71E+00,1.09E+00,2.81E-01,4.00E+00
1317,2.35E+03,3.18E+03,1.43E+03,5.86E+01,2.99E-01,2.19E+00,1.00E+00,1.00E+00,2.22E+00,6.95E+03,3.14E+03,1.16E-01,2.67E+00,1.09E+00,3.06E-01,1.00E+00
1318,2.36E+03,3.00E+03,1.25E+03,9.16E+01,3.65E-01,2.26E+00,1.00E+00,1.00E+00,2.41E+00,6.78E+03,2.82E+03,4.91E-01,2.73E+00,1.09E+00,2.84E-01,4.00E+00
1319,2.32E+03,3.32E+03,1.68E+03,5.89E+01,2.66E-01,2.19E+00,1.00E+00,1.00E+00,1.97E+00,7.27E+03,3.69E+03,1.19E-01,2.67E+00,1.09E+00,3.02E-01,1.00E+00
1320,2.31E+03,3.32E+03,1.68E+03,5.82E+01,2.70E-01,2.19E+00,1.00E+00,1.00E+00,1.98E+00,7.28E+03,3.68E+03,1.12E-01,2.67E+00,1.09E+00,3.00E-01,1.00E+00
1321,2.33E+03,3.16E+03,1.60E+03,9.56E+01,3.45E-01,2.33E+00,1.00E+00,1.00E+00,1.98E+00,7.37E+03,3.73E+03,5.35E-01,2.74E+00,1.09E+00,2.47E-01,4.00E+00
1322,2.30E+03,3.21E+03,1.57E+03,6.73E+01,2.95E-01,2.21E+00,1.00E+00,1.00E+00,2.04E+00,7.08E+03,3.46E+03,2.14E-01,2.68E+00,1.09E+00,3.00E-01,4.00E+00
1323,2.37E+03,3.17E+03,1.51E+03,7.32E+01,2.99E-01,2.25E+00,1.00E+00,1.00E+00,2.09E+00,7.14E+03,3.41E+03,2.82E-01,2.70E+00,1.09E+00,2.77E-01,4.00E+00
1324,2.17E+03,2.62E+03,1.24E+03,6.17E+01,3.41E-01,2.04E+00,2.00E-01,7.16E-01,2.12E+00,5.34E+03,2.52E+03,1.51E-01,2.67E+00,8.42E-01,3.48E-01,2.00E+00
1325,2.33E+03,3.27E+03,1.60E+03,6.55E+01,2.80E-01,2.21E+00,1.00E+00,1.00E+00,2.04E+00,7.22E+03,3.53E+03,1.94E-01,2.68E+00,1.09E+00,2.99E-01,1.00E+00
1326,2.27E+03,3.13E+03,1.46E+03,6.23E+01,2.89E-01,2.18E+00,1.00E+00,1.00E+00,2.15E+00,6.82E+03,3.17E+03,1.58E-01,2.68E+00,1.09E+00,3.12E-01,1.00E+00
1327,2.36E+03,2.77E+03,1.16E+03,9.61E+01,3.53E-01,2.25E+00,1.00E+00,1.00E+00,2.39E+00,6.24E+03,2.61E+03,5.41E-01,2.74E+00,1.09E+00,2.96E-01,4.00E+00
1328,2.29E+03,3.20E+03,1.52E+03,6.06E+01,2.65E-01,2.19E+00,1.00E+00,1.00E+00,2.10E+00,7.00E+03,3.33E+03,1.39E-01,2.67E+00,1.09E+00,3.07E-01,1.00E+00
1329,2.38E+03,3.09E+03,1.38E+03,6.15E+01,2.97E-01,2.19E+00,1.00E+00,1.00E+00,2.24E+00,6.78E+03,3.03E+03,1.49E-01,2.67E+00,1.09E+00,3.02E-01,1.00E+00
1330,2.35E+03,3.09E+03,1.46E+03,5.69E+01,1.81E-01,2.39E+00,1.00E+00,1.00E+00,2.11E+00,7.38E+03,3.50E+03,9.73E-02,2.67E+00,1.09E+00,1.76E-01,1.00E+00
1331,2.36E+03,3.08E+03,1.52E+03,5.76E+01,2.79E-01,2.21E+00,1.00E+00,1.00E+00,2.02E+00,6.81E+03,3.37E+03,1.05E-01,2.67E+00,1.09E+00,2.89E-01,1.00E+00
1332,2.31E+03,3.31E+03,1.65E+03,5.86E+01,2.86E-01,2.18E+00,1.00E+00,1.00E+00,2.00E+00,7.22E+03,3.61E+03,1.16E-01,2.67E+00,1.09E+00,3.08E-01,1.00E+00
1333,2.20E+03,2.48E+03,9.23E+02,9.21E+01,3.72E-01,2.19E+00,9.78E-01,1.00E+00,2.69E+00,5.43E+03,2.02E+03,4.96E-01,2.73E+00,1.08E+00,3.27E-01,4.00E+00
1334,2.39E+03,2.96E+03,1.34E+03,6.25E+01,2.91E-01,2.18E+00,1.00E+00,1.00E+00,2.21E+00,6.43E+03,2.91E+03,1.60E-01,2.68E+00,1.09E+00,3.15E-01,1.00E+00
1335,2.29E+03,3.21E+03,1.52E+03,5.93E+01,2.76E-01,2.19E+00,1.00E+00,1.00E+00,2.11E+00,7.03E+03,3.33E+03,1.24E-01,2.67E+00,1.09E+00,3.05E-01,1.00E+00
1336,2.37E+03,3.23E+03,1.43E+03,6.24E+01,2.98E-01,2.18E+00,1.00E+00,1.00E+00,2.27E+00,7.04E+03,3.11E+03,1.59E-01,2.68E+00,1.09E+00,3.13E-01,1.00E+00
1337,2.36E+03,3.05E+03,1.44E+03,5.71E+01,2.85E-01,2.20E+00,1.00E+00,1.00E+00,2.12E+00,6.71E+03,3.16E+03,9.90E-02,2.67E+00,1.09E+00,2.96E-01,1.00E+00
1338,2.15E+03,2.48E+03,1.03E+03,7.71E+01,3.72E-01,2.29E+00,1.00E+00,1.00E+00,2.41E+00,5.66E+03,2.35E+03,3.26E-01,2.70E+00,1.09E+00,2.58E-01,4.00E+00
1339,2.20E+03,2.90E+03,1.22E+03,8.97E+01,3.39E-01,2.21E+00,9.25E-01,1.00E+00,2.38E+00,6.43E+03,2.70E+03,4.69E-01,2.73E+00,1.07E+00,3.08E-01,4.00E+00
1340,2.32E+03,3.31E+03,1.69E+03,6.24E+01,2.72E-01,2.19E+00,1.00E+00,1.00E+00,1.96E+00,7.24E+03,3.69E+03,1.60E-01,2.68E+00,1.09E+00,3.08E-01,1.00E+00
1341,2.33E+03,3.22E+03,1.59E+03,5.75E+01,3.01E-01,2.20E+00,1.00E+00,1.00E+00,2.02E+00,7.07E+03,3.50E+03,1.03E-01,2.67E+00,1.09E+00,2.97E-01,1.00E+00
1342,2.21E+03,2.73E+03,1.10E+03,6.50E+01,3.18E-01,2.15E+00,9.81E-01,1.00E+00,2.48E+00,5.87E+03,2.37E+03,1.88E-01,2.68E+00,1.08E+00,3.35E-01,1.00E+00
1343,2.31E+03,3.23E+03,1.62E+03,5.98E+01,2.80E-01,2.18E+00,1.00E+00,1.00E+00,1.99E+00,7.04E+03,3.55E+03,1.30E-01,2.67E+00,1.09E+00,3.08E-01,1.00E+00
1344,2.30E+03,3.21E+03,1.51E+03,6.72E+01,2.81E-01,2.19E+00,1.00E+00,1.00E+00,2.13E+00,7.04E+03,3.31E+03,2.14E-01,2.68E+00,1.09E+00,3.09E-01,4.00E+00
1345,2.25E+03,2.54E+03,9.89E+02,8.38E+01,4.13E-01,2.28E+00,1.00E+00,1.00E+00,2.57E+00,5.79E+03,2.25E+03,4.02E-01,2.71E+00,1.09E+00,2.68E-01,4.00E+00
1346,2.20E+03,2.81E+03,1.25E+03,7.73E+01,3.50E-01,2.22E+00,9.97E-01,1.00E+00,2.24E+00,6.23E+03,2.77E+03,3.28E-01,2.70E+00,1.09E+00,3.02E-01,4.00E+00
1347,2.20E+03,2.85E+03,1.22E+03,7.74E+01,3.39E-01,2.19E+00,9.98E-01,1.00E+00,2.34E+00,6.25E+03,2.67E+03,3.30E-01,2.70E+00,1.09E+00,3.16E-01,4.00E+00
1348,2.30E+03,3.12E+03,1.46E+03,8.57E+01,3.19E-01,2.33E+00,1.00E+00,1.00E+00,2.14E+00,7.27E+03,3.40E+03,4.23E-01,2.72E+00,1.09E+00,2.39E-01,4.00E+00
1349,2.31E+03,3.34E+03,1.67E+03,5.87E+01,2.83E-01,2.20E+00,1.00E+00,1.00E+00,2.00E+00,7.35E+03,3.67E+03,1.17E-01,2.67E+00,1.09E+00,2.96E-01,1.00E+00
1350,2.31E+03,3.31E+03,1.68E+03,5.97E+01,2.72E-01,2.20E+00,1.00E+00,1.00E+00,1.97E+00,7.27E+03,3.69E+03,1.28E-01,2.67E+00,1.09E+00,3.01E-01,1.00E+00
1351,2.29E+03,3.24E+03,1.60E+03,6.06E+01,2.60E-01,2.19E+00,1.00E+00,1.00E+00,2.03E+00,7.10E+03,3.50E+03,1.39E-01,2.67E+00,1.09E+00,3.04E-01,1.00E+00
1352,2.39E+03,2.94E+03,1.32E+03,6.34E+01,2.90E-01,2.19E+00,1.00E+00,1.00E+00,2.23E+00,6.43E+03,2.88E+03,1.70E-01,2.68E+00,1.09E+00,3.09E-01,1.00E+00
1353,2.29E+03,3.19E+03,1.54E+03,6.29E+01,2.87E-01,2.19E+00,1.00E+00,1.00E+00,2.08E+00,6.98E+03,3.36E+03,1.65E-01,2.68E+00,1.09E+00,3.08E-01,1.00E+00
1354,2.33E+03,3.10E+03,1.58E+03,1.00E+02,3.77E-01,2.34E+00,1.00E+00,1.00E+00,1.97E+00,7.26E+03,3.69E+03,5.86E-01,2.74E+00,1.09E+00,2.44E-01,4.00E+00
1355,2.31E+03,3.16E+03,1.57E+03,6.22E+01,2.76E-01,2.19E+00,1.00E+00,1.00E+00,2.01E+00,6.93E+03,3.45E+03,1.57E-01,2.68E+00,1.09E+00,3.04E-01,1.00E+00
1356,2.33E+03,3.07E+03,1.52E+03,6.73E+01,2.55E-01,2.28E+00,1.00E+00,1.00E+00,2.02E+00,7.02E+03,3.47E+03,2.14E-01,2.68E+00,1.09E+00,2.51E-01,4.00E+00
1357,2.35E+03,3.06E+03,1.43E+03,5.95E+01,2.74E-01,2.19E+00,1.00E+00,1.00E+00,2.13E+00,6.71E+03,3.15E+03,1.26E-01,2.67E+00,1.09E+00,3.02E-01,1.00E+00
1358,2.31E+03,3.23E+03,1.69E+03,6.27E+01,2.89E-01,2.18E+00,1.00E+00,1.00E+00,1.91E+00,7.05E+03,3.70E+03,1.63E-01,2.68E+00,1.09E+00,3.10E-01,1.00E+00
1359,2.39E+03,3.17E+03,1.56E+03,5.49E+01,2.89E-01,2.24E+00,1.00E+00,1.00E+00,2.03E+00,7.08E+03,3.50E+03,7.36E-02,2.66E+00,1.09E+00,2.71E-01,1.00E+00
1360,2.38E+03,3.08E+03,1.41E+03,6.31E+01,2.91E-01,2.17E+00,1.00E+00,1.00E+00,2.19E+00,6.67E+03,3.05E+03,1.68E-01,2.68E+00,1.09E+00,3.22E-01,1.00E+00
1361,2.35E+03,3.02E+03,1.38E+03,5.94E+01,2.75E-01,2.23E+00,1.00E+00,1.00E+00,2.19E+00,6.73E+03,3.07E+03,1.25E-01,2.67E+00,1.09E+00,2.82E-01,1.00E+00
1362,2.38E+03,3.13E+03,1.47E+03,6.18E+01,3.09E-01,2.19E+00,1.00E+00,1.00E+00,2.13E+00,6.85E+03,3.22E+03,1.52E-01,2.67E+00,1.09E+00,3.07E-01,1.00E+00
1363,2.22E+03,2.51E+03,8.60E+02,7.89E+01,3.57E-01,2.16E+00,9.74E-01,1.00E+00,2.92E+00,5.42E+03,1.86E+03,3.46E-01,2.71E+00,1.08E+00,3.36E-01,4.00E+00
1364,2.20E+03,2.73E+03,1.19E+03,9.00E+01,3.58E-01,2.25E+00,1.00E+00,1.00E+00,2.29E+00,6.14E+03,2.68E+03,4.72E-01,2.73E+00,1.09E+00,2.91E-01,4.00E+00
1365,2.25E+03,3.48E+03,1.37E+03,6.44E+01,3.15E-01,2.14E+00,9.83E-01,1.00E+00,2.53E+00,7.45E+03,2.94E+03,1.82E-01,2.68E+00,1.08E+00,3.39E-01,1.00E+00
1366,2.38E+03,3.02E+03,1.58E+03,7.18E+01,2.94E-01,2.20E+00,1.00E+00,1.00E+00,1.91E+00,6.66E+03,3.49E+03,2.66E-01,2.69E+00,1.09E+00,3.05E-01,4.00E+00
1367,2.18E+03,2.46E+03,1.23E+03,7.45E+01,3.30E-01,2.18E+00,7.28E-01,9.83E-01,2.00E+00,5.36E+03,2.68E+03,2.96E-01,2.70E+00,1.01E+00,3.04E-01,4.00E+00
1368,2.20E+03,2.52E+03,9.10E+02,8.31E+01,4.80E-01,2.17E+00,9.48E-01,1.00E+00,2.77E+00,5.49E+03,1.98E+03,3.94E-01,2.71E+00,1.07E+00,3.29E-01,4.00E+00
1369,2.19E+03,2.82E+03,1.26E+03,8.64E+01,3.69E-01,2.19E+00,8.96E-01,1.00E+00,2.24E+00,6.17E+03,2.75E+03,4.31E-01,2.72E+00,1.06E+00,3.20E-01,4.00E+00
1370,2.27E+03,3.18E+03,1.51E+03,6.03E+01,2.93E-01,2.18E+00,1.00E+00,1.00E+00,2.11E+00,6.93E+03,3.29E+03,1.36E-01,2.67E+00,1.09E+00,3.12E-01,1.00E+00
1371,2.29E+03,3.10E+03,1.54E+03,8.56E+01,3.16E-01,2.27E+00,1.00E+00,1.00E+00,2.01E+00,7.02E+03,3.49E+03,4.23E-01,2.72E+00,1.09E+00,2.76E-01,4.00E+00
1372,2.36E+03,3.31E+03,1.49E+03,6.53E+01,3.13E-01,2.19E+00,9.45E-01,1.00E+00,2.22E+00,7.24E+03,3.27E+03,1.92E-01,2.68E+00,1.07E+00,3.08E-01,1.00E+00
1373,2.28E+03,3.26E+03,1.67E+03,6.35E+01,2.94E-01,2.20E+00,1.00E+00,1.00E+00,1.95E+00,7.18E+03,3.68E+03,1.72E-01,2.68E+00,1.09E+00,3.01E-01,1.00E+00
1374,2.18E+03,2.84E+03,1.50E+03,7.27E+01,3.16E-01,2.21E+00,4.07E-01,9.67E-01,1.90E+00,6.28E+03,3.30E+03,2.76E-01,2.69E+00,9.06E-01,2.71E-01,4.00E+00
1375,2.26E+03,2.97E+03,1.25E+03,7.74E+01,3.99E-01,2.16E+00,9.99E-01,1.00E+00,2.38E+00,6.42E+03,2.69E+03,3.30E-01,2.70E+00,1.09E+00,3.38E-01,4.00E+00
1376,2.18E+03,2.92E+03,1.41E+03,7.28E+01,3.53E-01,2.21E+00,5.51E-01,1.00E+00,2.07E+00,6.44E+03,3.10E+03,2.77E-01,2.69E+00,9.51E-01,2.79E-01,4.00E+00
1377,2.28E+03,3.23E+03,1.63E+03,6.86E+01,2.74E-01,2.23E+00,1.00E+00,1.00E+00,1.99E+00,7.20E+03,3.62E+03,2.30E-01,2.69E+00,1.09E+00,2.88E-01,4.00E+00
1378,2.36E+03,3.06E+03,1.47E+03,6.27E+01,2.76E-01,2.19E+00,1.00E+00,1.00E+00,2.08E+00,6.69E+03,3.22E+03,1.62E-01,2.68E+00,1.09E+00,3.09E-01,1.00E+00
1379,2.21E+03,2.64E+03,1.06E+03,8.20E+01,3.39E-01,2.28E+00,1.00E+00,1.00E+00,2.48E+00,6.01E+03,2.42E+03,3.81E-01,2.71E+00,1.09E+00,2.66E-01,4.00E+00
1380,2.38E+03,3.10E+03,1.46E+03,6.48E+01,2.91E-01,2.20E+00,1.00E+00,1.00E+00,2.12E+00,6.81E+03,3.21E+03,1.86E-01,2.68E+00,1.09E+00,3.02E-01,1.00E+00
1381,2.32E+03,3.31E+03,1.68E+03,5.73E+01,2.84E-01,2.20E+00,1.00E+00,1.00E+00,1.98E+00,7.30E+03,3.69E+03,1.01E-01,2.67E+00,1.09E+00,2.94E-01,1.00E+00
1382,2.17E+03,2.81E+03,1.31E+03,6.56E+01,3.15E-01,2.13E+00,4.36E-01,9.57E-01,2.15E+00,5.99E+03,2.78E+03,1.96E-01,2.68E+00,9.15E-01,3.13E-01,2.00E+00
1383,2.37E+03,3.04E+03,1.36E+03,6.21E+01,2.99E-01,2.17E+00,1.00E+00,1.00E+00,2.23E+00,6.60E+03,2.95E+03,1.56E-01,2.67E+00,1.09E+00,3.18E-01,1.00E+00
1384,2.11E+03,2.42E+03,9.91E+02,1.15E+02,3.78E-01,2.28E+00,1.00E+00,9.86E-01,2.45E+00,5.53E+03,2.26E+03,7.53E-01,2.77E+00,1.09E+00,2.92E-01,4.00E+00
1385,2.26E+03,3.19E+03,1.60E+03,6.31E+01,2.93E-01,2.16E+00,1.00E+00,1.00E+00,1.99E+00,6.88E+03,3.45E+03,1.68E-01,2.68E+00,1.09E+00,3.26E-01,1.00E+00
1386,2.19E+03,2.68E+03,1.21E+03,8.75E+01,4.77E-01,2.21E+00,7.91E-01,1.00E+00,2.22E+00,5.93E+03,2.67E+03,4.44E-01,2.72E+00,1.03E+00,2.99E-01,4.00E+00
1387,2.29E+03,3.05E+03,1.51E+03,8.43E+01,3.04E-01,2.30E+00,1.00E+00,1.00E+00,2.02E+00,7.00E+03,3.46E+03,4.08E-01,2.72E+00,1.09E+00,2.57E-01,4.00E+00
1388,2.21E+03,2.81E+03,1.22E+03,8.82E+01,3.63E-01,2.26E+00,1.00E+00,1.00E+00,2.31E+00,6.35E+03,2.75E+03,4.52E-01,2.72E+00,1.09E+00,2.85E-01,4.00E+00
1389,2.23E+03,2.72E+03,1.21E+03,7.54E+01,3.48E-01,2.17E+00,1.00E+00,1.00E+00,2.25E+00,5.91E+03,2.63E+03,3.07E-01,2.70E+00,1.09E+00,3.28E-01,4.00E+00
1390,2.34E+03,3.28E+03,1.52E+03,6.59E+01,2.59E-01,2.24E+00,1.00E+00,1.00E+00,2.16E+00,7.33E+03,3.39E+03,1.99E-01,2.68E+00,1.09E+00,2.80E-01,1.00E+00
1391,2.36E+03,2.68E+03,1.31E+03,9.09E+01,3.31E-01,2.26E+00,1.00E+00,1.00E+00,2.05E+00,6.06E+03,2.95E+03,4.82E-01,2.73E+00,1.09E+00,2.86E-01,4.00E+00
1392,2.33E+03,2.90E+03,1.36E+03,6.35E+01,2.83E-01,2.20E+00,1.00E+00,1.00E+00,2.13E+00,6.36E+03,2.99E+03,1.71E-01,2.68E+00,1.09E+00,3.02E-01,1.00E+00
1393,2.24E+03,2.51E+03,9.85E+02,8.38E+01,4.39E-01,2.19E+00,1.00E+00,1.00E+00,2.55E+00,5.50E+03,2.15E+03,4.02E-01,2.71E+00,1.09E+00,3.25E-01,4.00E+00
1394,2.34E+03,3.13E+03,1.28E+03,1.02E+02,4.98E-01,2.36E+00,1.00E+00,1.00E+00,2.44E+00,7.39E+03,3.03E+03,6.14E-01,2.75E+00,1.09E+00,2.35E-01,4.00E+00
1395,2.26E+03,2.82E+03,1.17E+03,7.21E+01,3.15E-01,2.22E+00,1.00E+00,1.00E+00,2.42E+00,6.26E+03,2.59E+03,2.69E-01,2.69E+00,1.09E+00,2.97E-01,4.00E+00
1396,2.13E+03,2.28E+03,8.34E+02,9.26E+01,4.28E-01,2.25E+00,1.00E+00,1.00E+00,2.74E+00,5.13E+03,1.88E+03,5.01E-01,2.73E+00,1.09E+00,2.93E-01,4.00E+00
1397,2.16E+03,2.62E+03,1.22E+03,5.82E+01,3.54E-01,2.17E+00,6.29E-01,1.00E+00,2.15E+00,5.67E+03,2.64E+03,1.11E-01,2.67E+00,9.75E-01,2.96E-01,2.00E+00
1398,2.22E+03,2.50E+03,8.60E+02,8.13E+01,3.70E-01,2.15E+00,9.47E-01,1.00E+00,2.90E+00,5.35E+03,1.85E+03,3.73E-01,2.71E+00,1.07E+00,3.45E-01,4.00E+00
1399,2.23E+03,2.68E+03,1.23E+03,7.51E+01,3.10E-01,2.15E+00,9.81E-01,1.00E+00,2.18E+00,5.77E+03,2.65E+03,3.03E-01,2.70E+00,1.08E+00,3.40E-01,4.00E+00
